image_id,Original_question,q_type,Mod_qns_Gemini,image_url,Modified_question,Mod_qns_textinput,GT_answer
COCO_train2014_000000228794,Is this a park?,Is this,Is this a botanical park?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000228794.jpg,Is this a <span style='color:red'>botanical</span> park?,Is this a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> park?,yes
COCO_train2014_000000195992,Are there people in this scene?,Are,Are there any people in boats in this scene?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000195992.jpg,Are there any people <span style='color:red'>in boats</span> in this scene?,Are there people <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> in this scene?,yes
COCO_train2014_000000415447,Are there stickers?,Are,Are there stickers on the oranges?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000415447.jpg,Are there stickers <span style='color:red'>on the oranges?</span>,Are there stickers <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000277857,Are they eating inside?,Are,Are they eating lasagna inside?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000277857.jpg,Are they eating <span style='color:red'>lasagna</span> inside?,Are they eating <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> inside?,yes
COCO_train2014_000000291475,Does the stand sell food also?,Does,Does the stand on the ground sell food also?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000291475.jpg,Does the stand <span style='color:red'>on the ground</span> sell food also?,Does the stand <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> sell food also?,no
COCO_train2014_000000169203,Does one of the giraffes have its head turned up?,Does,Does one of the giraffes in the enclosure have its head turned up?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000169203.jpg,Does one of the giraffes <span style='color:red'>in the enclosure</span> have its head turned up?,Does one of the giraffes <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> have its head turned up?,no
COCO_train2014_000000161098,Is this a bathroom?,Is this,Is this a bathroom with black microwave?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000161098.jpg,Is this a <span style='color:red'>black microwave?</span>,Is this a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000324831,Is this airport full?,Is this,Is this airport with many airplanes full?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000324831.jpg,Is this airport <span style='color:red'>with many airplanes</span> full?,Is this airport <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> full?,yes
COCO_train2014_000000263784,Is there a hand dryer available?,Is there,Is there a working hand dryer available?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000263784.jpg,Is there a <span style='color:red'>working</span> hand dryer available?,Is there a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> hand dryer available?,no
COCO_train2014_000000358684,Is this an Australian plane?,Is this,Is this white and red plane an Australian plane?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000358684.jpg,Is this <span style='color:red'>red plane</span> an Australian plane?,Is this <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> an Australian plane?,yes
COCO_train2014_000000068206,Is there water in the tub?,Is there,Is there soapy water in the tub?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000068206.jpg,Is there <span style='color:red'>soapy</span> water in the tub?,Is there <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> water in the tub?,yes
COCO_train2014_000000348902,Is the windowsill made out of wood?,Is the,Is the painted windowsill made out of wood?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000348902.jpg,Is the <span style='color:red'>painted</span> windowsill made out of wood?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> windowsill made out of wood?,yes
COCO_train2014_000000157634,Is the keyboard new?,Is the,Is the white keyboard new?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000157634.jpg,Is the <span style='color:red'>white</span> keyboard new?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> keyboard new?,yes
COCO_train2014_000000084956,Is this cow healthy?,Is this,Is this brown cow healthy?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000084956.jpg,Is this <span style='color:red'>brown</span> cow healthy?,Is this <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> cow healthy?,no
COCO_train2014_000000364487,Is there toilet paper in the room?,Is there,Is there used toilet paper in the room?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000364487.jpg,Is there <span style='color:red'>used</span> toilet paper in the room?,Is there <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> toilet paper in the room?,yes
COCO_train2014_000000479886,Is the large animal the parent of the small ones?,Is the,Is the large animal on the right the parent of the small ones?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000479886.jpg,Is the large animal <span style='color:red'>on the right</span> the parent of the small ones?,Is the large animal <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> the parent of the small ones?,yes
COCO_train2014_000000288504,Does the smaller vase have the plant in it?,Does,Does the smaller terracotta vase have the plant in it?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000288504.jpg,Does the smaller <span style='color:red'>terracotta</span> vase have the plant in it?,Does the smaller <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> vase have the plant in it?,no
COCO_train2014_000000503935,Do donuts taste sweet?,Do,Do Hami Melon donuts taste sweet?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000503935.jpg,Do <span style='color:red'>Hami Melon</span> donuts taste sweet?,Do <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> donuts taste sweet?,yes
COCO_train2014_000000333049,Is the man walking?,Is the,Is the skateboarding man walking?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000333049.jpg,Is the <span style='color:red'>skateboarding</span> man walking?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> man walking?,no
COCO_train2014_000000289677,Is this a healthy meal?,Is this,Is this a healthy meal for a child?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000289677.jpg,Is this a healthy meal <span style='color:red'>for a child?</span>,Is this a healthy meal <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000563798,Does it look like it is going to rain?,Does,Does it look like it is going to rain near the ship?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000563798.jpg,Does it look like it is going to rain <span style='color:red'>near the ship?</span>,Does it look like it is going to rain <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000497807,Is there a creek going through the field?,Is there,Is there a purple kite going through the field?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000497807.jpg,Is there a <span style='color:red'>purple kite</span> going through the field?,Is there a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> going through the field?,no
COCO_train2014_000000316075,Are there fonts in this picture?,Are,Are there fonts in the building in this picture?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000316075.jpg,Are there fonts in <span style='color:red'>the building in</span> this picture?,Are there fonts in <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> this picture?,yes
COCO_train2014_000000114978,Is the skier in this picture wearing safety gear?,Is the,Is the skier in the foreground wearing safety gear?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000114978.jpg,Is the skier in <span style='color:red'>the foreground</span> wearing safety gear?,Is the skier in <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> wearing safety gear?,yes
COCO_train2014_000000482381,Are there enough chairs for a family with octuplets?,Are,Are there enough wooden chairs for a family with octuplets?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000482381.jpg,Are there enough <span style='color:red'>wooden</span> chairs for a family with octuplets?,Are there enough <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> chairs for a family with octuplets?,no
COCO_train2014_000000365873,Is the baby wearing shoes?,Is the,Is the baby in a pink dress wearing shoes?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000365873.jpg,Is the baby <span style='color:red'>in a pink dress</span> wearing shoes?,Is the baby <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> wearing shoes?,no
COCO_train2014_000000476578,Is there a pool in the picture?,Is there,Is there a blue pool in the picture?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000476578.jpg,Is there a <span style='color:red'>blue</span> pool in the picture?,Is there a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> pool in the picture?,no
COCO_train2014_000000510718,Is there foil in the refrigerator?,Is there,Is there crumpled foil in the refrigerator?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000510718.jpg,Is there <span style='color:red'>crumpled</span> foil in the refrigerator?,Is there <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> foil in the refrigerator?,yes
COCO_train2014_000000255480,Is there a bear cub nearby?,Is there,Is there a small bear cub nearby?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000255480.jpg,Is there a <span style='color:red'>small</span> bear cub nearby?,Is there a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> bear cub nearby?,yes
COCO_train2014_000000433691,Does the woman have a ponytail?,Does,Does the woman in pink have a ponytail?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000433691.jpg,Does the woman <span style='color:red'>in pink</span> have a ponytail?,Does the woman <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> have a ponytail?,yes
COCO_train2014_000000393292,Is this photo outdoors?,Is this,Is this photo of a sink outdoors?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000393292.jpg,Is this photo <span style='color:red'>of a sink</span> outdoors?,Is this photo <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> outdoors?,yes
