image_id,Original_question,q_type,Mod_qns_Llava,image_url,Modified_question,Mod_qns_textinput,GT_answer
COCO_train2014_000000334220,Is the food on the table dinner food?,Is the,Is the food on the table a dinner for people?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000334220.jpg,Is the food on the table <span style='color:red'>a</span> dinner <span style='color:red'>for people?</span>,Is the food on the table <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> dinner <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000356513,Is there a kite in the picture?,Is there,Is there a kite in the blue sky?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000356513.jpg,"<span style='color:red'>In the image, can you see</span> a kite in the <span style='color:red'>sky?</span>",<input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> a kite in the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000373522,Is the plant real?,Is the,Is the plant in the blue vase real?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000373522.jpg,"Is the plant real, <span style='color:red'>and if so, in which department store display?</span>","Is the plant real, <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />",no
COCO_train2014_000000396638,Is there a fountain?,Is there,Is there a fountain in front of the racetrack?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000396638.jpg,Is there a fountain <span style='color:red'>in front of the racetrack?</span>,Is there a fountain <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000218599,Is the horse moving?,Is the,Is the horse galloping?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000218599.jpg,Is the horse <span style='color:red'>galloping?</span>,Is the horse <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000091637,Is the kite made of leather?,Is the,Is the kite colorful?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000091637.jpg,Is the kite <span style='color:red'>colorful?</span>,Is the kite <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000480153,Is the photo colored?,Is the,Is the photo in color? ,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000480153.jpg,Is the photo <span style='color:red'>in color?</span>,Is the photo <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000195998,Is there any thing stacked up?,Is there,Is there any stacked up near the building in the background?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000195998.jpg,Is there any <span style='color:red'></span> stacked up <span style='color:red'>near the building in the background?</span>,Is there any <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> stacked up <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000118022,Is there protein on the plate?,Is there,Is there protein on the plate next to the broccoli and carrots?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000118022.jpg,Is there protein on the plate <span style='color:red'>next to the broccoli and carrots?</span>,Is there protein on the plate <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000370120,Is this a professional game?,Is this,Is this a professional game of tennis?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000370120.jpg,Is this a professional game <span style='color:red'>of tennis?</span>,Is this a professional game <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000116402,Is this a happy family?,Is this,Is this a happy family playing Nintendo Wii in their living room?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000116402.jpg,Is this a happy family <span style='color:red'>playing Nintendo Wii in their living room?</span>,Is this a happy family <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000296205,Is the dog sleeping?,Is the,Is the large black and white dog sleeping on the woman's lap in the living room?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000296205.jpg,Is the <span style='color:red'>large black and white</span> dog sleeping <span style='color:red'>on the woman's lap in the living room?</span>,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> dog sleeping <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000327820,Is this a ski resort?,Is this,Is this a ski resort in the mountains?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000327820.jpg,Is this a ski resort <span style='color:red'>in the mountains?</span>,Is this a ski resort <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000158933,Is there more than one clock displayed?,Is there,Is there more than one clock displayed in this collection?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000158933.jpg,Is there more than one clock displayed <span style='color:red'>in this collection?</span>,Is there more than one clock displayed <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000469363,Is the lady on the left wearing a visor?,Is the,Is the lady on the left wearing a white visor?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000469363.jpg,Is the lady on the left wearing a <span style='color:red'>white</span> visor?,Is the lady on the left wearing a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> visor?,yes
COCO_train2014_000000237903,Is this cat typing anything to it's owner?,Is this,Is this cat typing anything to its owner? ,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000237903.jpg,Is this cat typing anything to its owner?,Is this cat typing anything to its owner?,no
COCO_train2014_000000258110,Is the man rinsing off?,Is the,Is the man rinsing off a surfboard?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000258110.jpg,Is the man <span style='color:red'>holding a red surfboard?</span>,Is the man <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000479651,Is this a vegetable dish?,Is this,Is this a vegetable dish cooked in oil and spices?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000479651.jpg,Is this a vegetable dish <span style='color:red'>cooked in oil and spices?</span>,Is this a vegetable dish <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000479707,Is this a formal occasion?,Is this,Is this a formal occasion for a group of older adults in a restaurant?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000479707.jpg,Is this a formal occasion <span style='color:red'>for a group of older adults in a restaurant?</span>,Is this a formal occasion <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000416469,Is this suburbs or farm land?,Is this,Is this suburbs or farm land?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000416469.jpg,Is this suburbs or farm land?,Is this suburbs or farm land?,farmland
COCO_train2014_000000481137,Is the woman's hair wet?,Is the,Is the woman's hair wet while she is playing frisbee?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000481137.jpg,Is the <span style='color:red'>woman's</span> hair wet <span style='color:red'>while she is playing frisbee?</span>,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> hair wet <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000378662,Is this a real dog?,Is this,"Is this a real, life-sized dog statue?",https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000378662.jpg,"Is this a real, <span style='color:red'>life-sized</span> dog <span style='color:red'>statue?</span>","Is this a real, <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> dog <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />",no
COCO_train2014_000000418489,Is there snow on the mountain?,Is there,Is there snow on the mountain in the background?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000418489.jpg,Is there snow on the mountain <span style='color:red'>in the background?</span>,Is there snow on the mountain <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000450555,Is there a reflection in the computer screen?,Is there,Is there a reflection in the computer screen near the American flag?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000450555.jpg,Is there a reflection in the computer screen <span style='color:red'>near the American flag?</span>,Is there a reflection in the computer screen <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000200287,Is the man laying on the side of a hill?,Is the,Is the man laying on the side of a snow-covered hill?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000200287.jpg,Is the man laying on the side of a <span style='color:red'>snow-covered</span> hill?,Is the man laying on the side of a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> hill?,yes
COCO_train2014_000000409216,Is this girl a magician?,Is this,Is this girl a magician who is wearing a red coat?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000409216.jpg,Is this girl a magician <span style='color:red'>who is wearing a red coat?</span>,Is this girl a magician <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000185302,Is the water still?,Is the,Is the water very still? ,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000185302.jpg,Is the water <span style='color:red'>very</span> still?,Is the water <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> still?,yes
